MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	LIBRARY	SAMPLE_NAME	FRAGMENT_LENGTH
79	60	25	38	201	87.903226	41.304846	31	FR	23	31	39	45	51	75	77	87	115	173	245	NA	19-246-04966-GER2110174	38
88	60	28	41	201	91.310345	40.516402	29	FR	9	31	47	55	57	63	85	95	127	155	227	NA	19-246-04966-GER2110174	40
91	60	30.5	54	201	97.076923	38.784454	26	FR	7	25	41	53	61	63	69	79	121	149	221	NA	19-246-04966-GER2110174	50
94	60	29	60	201	102.434783	38.065525	23	FR	9	19	31	47	59	67	69	81	115	143	215	NA	19-246-04966-GER2110174	60
108	65	21	65	201	114.111111	34.800083	18	FR	9	19	29	37	41	53	59	87	115	187	187	NA	19-246-04966-GER2110174	65
112	71	22	71	201	117	33.572682	17	FR	11	19	37	37	45	49	49	79	107	179	179	NA	19-246-04966-GER2110174	70
114.5	79	21	79	201	119.875	32.440458	16	FR	7	21	23	41	41	45	53	71	103	175	175	NA	19-246-04966-GER2110174	75
117	88	19	88	201	122.6	31.626842	15	FR	11	11	27	29	39	47	55	59	97	169	169	NA	19-246-04966-GER2110174	80
117	88	19	88	201	122.6	31.626842	15	FR	11	11	27	29	39	47	55	59	97	169	169	NA	19-246-04966-GER2110174	85
119.5	90	16.5	90	201	125.071429	31.281512	14	FR	7	15	31	31	33	51	55	65	93	165	165	NA	19-246-04966-GER2110174	90
130	103	18	103	201	134.090909	29.217989	11	FR	9	13	17	27	37	43	53	55	71	143	143	NA	19-246-04966-GER2110174	95
89	95	31	19	539	93.432582	44.947717	20598	FR	13	23	37	49	63	75	89	103	127	149	317	NA	19-135-02344-GER2110498	0
92	95	29	37	539	97.077374	43.13732	19454	FR	11	23	35	47	59	71	85	99	117	145	315	NA	19-135-02344-GER2110498	37
93	95	29	38	539	97.651501	42.939362	19270	FR	11	23	35	47	59	71	83	99	115	145	315	NA	19-135-02344-GER2110498	38
94	95	28	40	539	99.10881	42.383493	18802	FR	11	23	33	45	57	71	83	97	113	145	315	NA	19-135-02344-GER2110498	40
98	95	26	50	539	104.430068	40.229206	17112	FR	11	21	31	41	53	65	77	89	109	143	315	NA	19-135-02344-GER2110498	50
104	95	23	60	539	110.248756	38.197789	15302	FR	11	19	29	37	47	59	71	83	101	141	311	NA	19-135-02344-GER2110498	60
107	95	22	65	539	113.234443	37.362928	14413	FR	11	19	27	37	45	55	67	79	97	139	311	NA	19-135-02344-GER2110498	65
109	95	21	70	539	115.896549	36.657226	13622	FR	9	19	27	35	43	53	63	75	97	141	313	NA	19-135-02344-GER2110498	70
112	95	21	75	539	118.792741	36.051062	12787	FR	9	17	27	35	43	51	61	71	95	141	315	NA	19-135-02344-GER2110498	75
114	95	20	80	539	121.448472	35.428675	12007	FR	9	17	25	33	41	49	59	67	93	147	319	NA	19-135-02344-GER2110498	80
117	95	20	85	539	124.622048	35.034405	11125	FR	9	15	23	31	41	47	55	65	89	155	319	NA	19-135-02344-GER2110498	85
120	95	19	90	539	127.86749	34.540659	10236	FR	9	15	23	29	39	47	53	61	87	165	319	NA	19-135-02344-GER2110498	90
124	95	18	95	539	131.351802	33.747534	9284	FR	7	15	21	29	37	45	51	59	85	171	315	NA	19-135-02344-GER2110498	95
27	31	3	19	99	28.097242	3.40709	690	FR	1	3	3	3	7	9	9	9	11	15	21	NA	21-280-03253-GER2213024	0
39	37	2	37	99	39	2.516611	8	FR	1	1	3	5	5	5	5	11	121	121	121	NA	21-280-03253-GER2213024	37
40	39	1	39	99	40.5	2.380476	5	FR	1	1	3	3	3	3	9	9	119	119	119	NA	21-280-03253-GER2213024	38
44	40	4	40	99	42	2.828427	3	FR	1	1	1	9	9	9	111	111	111	111	111	NA	21-280-03253-GER2213024	40
99	99	0	99	99	99	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-280-03253-GER2213024	50
99	99	0	99	99	99	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-280-03253-GER2213024	60
99	99	0	99	99	99	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-280-03253-GER2213024	65
99	99	0	99	99	99	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-280-03253-GER2213024	70
99	99	0	99	99	99	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-280-03253-GER2213024	75
99	99	0	99	99	99	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-280-03253-GER2213024	80
99	99	0	99	99	99	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-280-03253-GER2213024	85
99	99	0	99	99	99	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-280-03253-GER2213024	90
99	99	0	99	99	99	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-280-03253-GER2213024	95
26	26	1	19	120	26.477707	3.145175	167	FR	1	1	3	3	3	5	5	11	15	29	165	NA	20-150-01144-GER2110344	0
60	43	21.5	37	120	69	30.44485	10	FR	1	1	35	35	41	47	59	61	97	121	121	NA	20-150-01144-GER2110344	37
60	43	20	40	120	72.555556	30.008795	9	FR	1	1	35	35	41	59	61	97	121	121	121	NA	20-150-01144-GER2110344	38
60	43	20	40	120	72.555556	30.008795	9	FR	1	1	35	35	41	59	61	97	121	121	121	NA	20-150-01144-GER2110344	40
89.5	60	24	60	120	87.833333	24.481966	6	FR	1	3	3	39	39	59	59	59	63	63	63	NA	20-150-01144-GER2110344	50
89.5	60	24	60	120	87.833333	24.481966	6	FR	1	3	3	39	39	59	59	59	63	63	63	NA	20-150-01144-GER2110344	60
99	89	9.5	89	120	101.75	14.974979	4	FR	19	19	19	19	19	21	21	43	43	43	43	NA	20-150-01144-GER2110344	65
99	89	9.5	89	120	101.75	14.974979	4	FR	19	19	19	19	19	21	21	43	43	43	43	NA	20-150-01144-GER2110344	70
99	89	9.5	89	120	101.75	14.974979	4	FR	19	19	19	19	19	21	21	43	43	43	43	NA	20-150-01144-GER2110344	75
99	89	9.5	89	120	101.75	14.974979	4	FR	19	19	19	19	19	21	21	43	43	43	43	NA	20-150-01144-GER2110344	80
99	89	9.5	89	120	101.75	14.974979	4	FR	19	19	19	19	19	21	21	43	43	43	43	NA	20-150-01144-GER2110344	85
108	90	12	90	120	106	15.099669	3	FR	1	1	1	25	25	25	37	37	37	37	37	NA	20-150-01144-GER2110344	90
114	108	6	108	120	114	8.485281	2	FR	13	13	13	13	13	13	13	13	13	13	13	NA	20-150-01144-GER2110344	95
26	26	2	20	105	27.019651	3.68355	463	FR	1	1	3	3	5	5	7	11	13	19	69	NA	19-347-03085-GER2110215	0
39	37	2	37	105	38.416667	1.505042	17	FR	1	1	5	5	5	5	5	45	45	133	133	NA	19-347-03085-GER2110215	37
41	39	2.5	38	105	47.181818	10.796464	12	FR	1	5	5	5	5	39	41	41	41	129	129	NA	19-347-03085-GER2110215	38
61	61	1	41	105	54.166667	10.206207	7	FR	1	1	1	1	3	41	41	41	89	89	89	NA	19-347-03085-GER2110215	40
61	61	0	60	105	60.75	0.5	5	FR	1	1	1	1	1	1	3	3	89	89	89	NA	19-347-03085-GER2110215	50
61	61	0	60	105	60.75	0.5	5	FR	1	1	1	1	1	1	3	3	89	89	89	NA	19-347-03085-GER2110215	60
105	105	0	105	105	105	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-347-03085-GER2110215	65
105	105	0	105	105	105	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-347-03085-GER2110215	70
105	105	0	105	105	105	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-347-03085-GER2110215	75
105	105	0	105	105	105	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-347-03085-GER2110215	80
105	105	0	105	105	105	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-347-03085-GER2110215	85
105	105	0	105	105	105	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-347-03085-GER2110215	90
105	105	0	105	105	105	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-347-03085-GER2110215	95
28.5	31	2.5	19	120	28.582208	3.469861	1266	FR	3	5	5	5	7	7	7	9	11	15	25	NA	19-115-03090-GER2110491	0
40	39	2	37	120	41.111111	6.267459	23	FR	1	3	3	3	5	7	37	43	45	45	161	NA	19-115-03090-GER2110491	37
40	39	1	38	120	39.461538	0.967418	20	FR	1	1	3	3	3	5	37	43	45	45	161	NA	19-115-03090-GER2110491	38
58	40	17	40	120	55.769231	21.814192	13	FR	1	7	9	9	35	35	37	37	37	125	125	NA	19-115-03090-GER2110491	40
62	62	1	58	120	60.5	1.974842	7	FR	1	1	1	1	3	9	9	9	117	117	117	NA	19-115-03090-GER2110491	50
62	62	0	61	120	61.75	0.5	5	FR	1	1	1	1	1	1	3	3	117	117	117	NA	19-115-03090-GER2110491	60
120	120	0	120	120	120	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-115-03090-GER2110491	65
120	120	0	120	120	120	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-115-03090-GER2110491	70
120	120	0	120	120	120	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-115-03090-GER2110491	75
120	120	0	120	120	120	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-115-03090-GER2110491	80
120	120	0	120	120	120	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-115-03090-GER2110491	85
120	120	0	120	120	120	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-115-03090-GER2110491	90
120	120	0	120	120	120	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	19-115-03090-GER2110491	95
27	26	2	20	85	27.722656	3.548863	773	FR	3	3	3	3	5	7	9	9	13	15	29	NA	21-057-01851-GER2107038	0
40.5	40	2.5	37	85	44.733333	8.924018	16	FR	1	1	3	5	5	5	33	37	43	91	91	NA	21-057-01851-GER2107038	37
41	40	3	38	85	45.285714	8.990838	15	FR	3	3	3	3	7	7	31	35	41	89	89	NA	21-057-01851-GER2107038	38
42	40	2	40	85	47.272727	9.209679	12	FR	1	3	5	5	5	29	33	37	39	87	87	NA	21-057-01851-GER2107038	40
60	56	2	56	85	58.75	2.217356	5	FR	1	1	3	3	5	5	9	9	51	51	51	NA	21-057-01851-GER2107038	50
61	60	1	60	85	60.5	0.707107	3	FR	1	1	1	3	3	3	49	49	49	49	49	NA	21-057-01851-GER2107038	60
85	85	0	85	85	85	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-057-01851-GER2107038	65
85	85	0	85	85	85	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-057-01851-GER2107038	70
85	85	0	85	85	85	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-057-01851-GER2107038	75
85	85	0	85	85	85	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-057-01851-GER2107038	80
85	85	0	85	85	85	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	21-057-01851-GER2107038	85
26	26	2	19	204	26.641414	4.089839	428	FR	1	1	3	3	5	5	7	13	23	105	239	NA	20-169-01017-GER2106842	0
59	37	22	37	204	76.959184	43.838225	49	FR	3	17	37	43	45	45	57	97	173	227	291	NA	20-169-01017-GER2106842	37
78	38	27.5	38	204	83.619048	43.952831	42	FR	7	37	41	51	55	69	81	87	135	189	253	NA	20-169-01017-GER2106842	38
80	59	27	41	204	88.421053	43.497519	38	FR	5	15	43	45	55	59	77	87	131	247	249	NA	20-169-01017-GER2106842	40
83	59	24	51	204	96.90625	42.270526	32	FR	5	11	37	47	49	61	65	89	125	241	243	NA	20-169-01017-GER2106842	50
105	78	24	60	204	113.043478	39.309354	23	FR	5	11	37	45	49	53	55	81	135	197	199	NA	20-169-01017-GER2106842	60
105.5	78	23.5	78	204	115.454545	38.454336	22	FR	5	11	37	45	45	53	55	81	135	197	199	NA	20-169-01017-GER2106842	65
105.5	78	23.5	78	204	115.454545	38.454336	22	FR	5	11	37	45	45	53	55	81	135	197	199	NA	20-169-01017-GER2106842	70
105.5	78	23.5	78	204	115.454545	38.454336	22	FR	5	11	37	45	45	53	55	81	135	197	199	NA	20-169-01017-GER2106842	75
107	81	24	81	204	121.315789	38.199844	19	FR	3	13	29	41	49	49	53	77	193	195	195	NA	20-169-01017-GER2106842	80
123	145	22	87	204	131.8	36.283015	15	FR	5	9	33	35	45	45	47	73	161	163	163	NA	20-169-01017-GER2106842	85
125	145	20	100	204	135	35.38796	14	FR	5	9	37	39	41	41	49	95	157	159	159	NA	20-169-01017-GER2106842	90
125	145	20	100	204	135	35.38796	14	FR	5	9	37	39	41	41	49	95	157	159	159	NA	20-169-01017-GER2106842	95
27	26	3	20	279	28.056452	6.153432	435	FR	1	3	3	5	7	9	13	23	123	181	257	NA	20-206-02868-GER2106864	0
82	39	31	37	279	87.956044	41.788864	91	FR	17	31	45	55	63	75	85	89	115	147	395	NA	20-206-02868-GER2106864	37
87.5	39	31	38	279	89.693182	41.39975	88	FR	15	27	45	55	63	69	85	95	111	137	385	NA	20-206-02868-GER2106864	38
90.5	60	30.5	40	279	93.414634	40.438324	82	FR	15	31	41	55	61	69	81	93	105	131	379	NA	20-206-02868-GER2106864	40
97	60	26.5	50	279	100.347222	38.279241	72	FR	13	25	33	43	53	69	77	85	95	117	365	NA	20-206-02868-GER2106864	50
109	60	22	60	279	108.491803	35.934488	61	FR	9	19	25	35	45	57	71	85	99	99	341	NA	20-206-02868-GER2106864	60
111	117	20	67	279	111.894737	34.695453	57	FR	5	13	25	33	41	53	63	77	89	99	337	NA	20-206-02868-GER2106864	65
112	117	19	70	279	114.388889	33.933574	54	FR	7	13	25	31	39	49	61	77	85	97	335	NA	20-206-02868-GER2106864	70
117	117	20	78	279	118.673469	32.691989	49	FR	3	9	17	29	41	47	55	71	77	87	325	NA	20-206-02868-GER2106864	75
117	117	19	80	279	119.520833	32.489599	48	FR	3	9	17	29	37	45	53	65	77	87	325	NA	20-206-02868-GER2106864	80
117	117	18	87	279	122.088889	31.930907	45	FR	3	9	15	25	37	41	51	55	77	87	325	NA	20-206-02868-GER2106864	85
117	117	15	90	279	120	20.756427	43	FR	3	9	15	25	31	41	47	55	77	87	325	NA	20-206-02868-GER2106864	90
120.5	117	11.5	95	279	123.810811	19.100375	38	FR	5	7	15	21	23	35	45	51	71	89	319	NA	20-206-02868-GER2106864	95
27	26	3	19	264	27.434889	5.321678	476	FR	1	3	3	3	7	7	9	19	99	185	265	NA	20-069-03113-GER2107099	0
77	63	28	37	264	88	42.42487	93	FR	13	29	35	41	57	75	81	105	135	165	375	NA	20-069-03113-GER2107099	37
82	63	30	38	264	90.292135	41.930192	89	FR	11	29	39	45	61	73	85	95	125	155	365	NA	20-069-03113-GER2107099	38
83	63	27	40	264	93.392857	41.119871	84	FR	11	27	41	41	53	71	79	99	123	153	363	NA	20-069-03113-GER2107099	40
88	63	26	50	264	99.253333	39.625304	75	FR	13	21	35	51	53	61	73	93	117	147	353	NA	20-069-03113-GER2107099	50
97	63	28	60	264	106.046154	38.238736	65	FR	7	25	39	45	57	69	69	81	117	129	335	NA	20-069-03113-GER2107099	60
112	96	27	68	264	113.927273	36.35415	55	FR	15	25	33	45	55	61	69	81	89	99	305	NA	20-069-03113-GER2107099	65
116	96	26.5	71	264	116.538462	35.663713	52	FR	13	27	37	41	53	61	69	81	89	91	297	NA	20-069-03113-GER2107099	70
118	96	24	75	264	119.244898	34.952665	49	FR	9	23	33	43	49	57	69	77	87	87	293	NA	20-069-03113-GER2107099	75
122	96	22	82	264	123.044444	33.937748	45	FR	9	15	29	41	45	53	69	75	81	81	285	NA	20-069-03113-GER2107099	80
124	96	20	85	264	127	32.961341	41	FR	11	13	25	37	41	53	57	71	77	79	281	NA	20-069-03113-GER2107099	85
129	96	15	96	264	131.432432	31.623251	37	FR	7	15	23	27	31	53	59	65	67	109	271	NA	20-069-03113-GER2107099	90
129	96	15	96	264	131.432432	31.623251	37	FR	7	15	23	27	31	53	59	65	67	109	271	NA	20-069-03113-GER2107099	95
91	26	34	19	7008	98.200206	53.376394	4892	FR	11	27	41	55	69	87	103	123	143	197	535	NA	20-259-02159-GER2110219	0
96	91	32	37	7008	104.624128	50.900023	4481	FR	11	23	39	51	65	79	97	111	135	201	537	NA	20-259-02159-GER2110219	37
96	91	31	38	7008	105.00679	50.788253	4456	FR	11	23	37	49	63	79	95	109	135	203	537	NA	20-259-02159-GER2110219	38
98	91	31	40	7008	106.405362	50.385681	4365	FR	13	23	37	49	63	77	95	109	133	205	539	NA	20-259-02159-GER2110219	40
103	91	30	50	7008	112.136008	48.793427	4001	FR	13	25	35	47	61	73	87	99	127	217	573	NA	20-259-02159-GER2110219	50
107	91	27	60	7008	117.016763	46.982141	3680	FR	11	25	33	43	55	71	79	91	123	225	651	NA	20-259-02159-GER2110219	60
111	91	27	65	7008	120.147836	46.377113	3484	FR	11	23	35	43	55	69	79	89	119	235	755	NA	20-259-02159-GER2110219	65
114	91	27	70	7008	123.010104	45.912123	3307	FR	11	21	33	45	55	65	77	87	117	241	749	NA	20-259-02159-GER2110219	70
118	91	27	75	7008	126.950841	45.336052	3072	FR	11	23	31	45	55	61	71	83	113	243	13271	NA	20-259-02159-GER2110219	75
120	91	26	80	7008	129.441136	45.006423	2929	FR	11	21	31	43	53	59	69	79	113	245	13267	NA	20-259-02159-GER2110219	80
123	91	25	85	7008	132.526238	44.486807	2748	FR	11	21	33	41	51	59	67	75	113	257	13263	NA	20-259-02159-GER2110219	85
126	91	24	90	7008	135.553444	43.813847	2570	FR	11	21	31	41	49	57	65	73	119	263	13257	NA	20-259-02159-GER2110219	90
132	106	22	95	7008	140.198218	41.798391	2296	FR	11	21	29	37	45	53	63	73	119	267	13267	NA	20-259-02159-GER2110219	95
77	26	35	20	418	85.120849	52.716479	4336	FR	15	29	41	57	71	85	101	107	143	195	383	NA	19-022-03219-GER2110500	0
91	39	30	37	418	99.037887	48.853614	3486	FR	11	23	37	49	61	73	87	101	125	197	393	NA	19-022-03219-GER2110500	37
91	39	30	38	418	99.594845	48.715869	3455	FR	11	23	37	49	61	71	85	101	125	199	393	NA	19-022-03219-GER2110500	38
92	61	29	40	418	101.227773	48.315908	3365	FR	11	23	35	47	59	69	83	99	125	199	395	NA	19-022-03219-GER2110500	40
96	61	27	50	418	106.807655	46.78248	3060	FR	11	21	33	45	55	67	77	89	129	203	387	NA	19-022-03219-GER2110500	50
103	61	25	60	418	113.045421	45.672887	2733	FR	13	21	31	39	51	63	73	85	123	205	373	NA	19-022-03219-GER2110500	60
107	95	24	65	418	116.688898	45.097201	2552	FR	11	23	29	37	49	59	71	81	121	211	375	NA	19-022-03219-GER2110500	65
110	95	23	70	418	119.81902	44.204507	2392	FR	11	21	29	37	47	57	67	79	121	211	371	NA	19-022-03219-GER2110500	70
113	95	22	75	418	122.869897	43.111585	2237	FR	9	19	27	37	45	55	65	75	119	219	383	NA	19-022-03219-GER2110500	75
116	95	22	80	418	126.179512	43.286467	2095	FR	9	17	27	37	45	53	63	71	121	219	379	NA	19-022-03219-GER2110500	80
119	95	22	85	418	129.446787	43.097845	1951	FR	7	17	25	37	45	53	61	69	125	219	373	NA	19-022-03219-GER2110500	85
122	95	21	90	418	133.134345	42.453448	1787	FR	7	15	25	33	43	51	59	65	133	223	385	NA	19-022-03219-GER2110500	90
125	95	19	95	418	136.813325	40.335305	1607	FR	9	15	23	31	39	47	55	65	139	235	381	NA	19-022-03219-GER2110500	95
77	26	46	19	519	92.316401	71.673852	1634	FR	19	35	53	73	93	101	105	125	193	319	545	NA	18-309-03448-GER2106722	0
101	92	35	37	519	114.765758	62.544474	1182	FR	15	25	41	57	71	89	103	123	199	317	549	NA	18-309-03448-GER2106722	37
102	92	35	38	519	115.232219	62.440147	1175	FR	15	25	41	57	71	89	103	121	199	317	547	NA	18-309-03448-GER2106722	38
103	92	35	40	519	116.704803	62.117742	1153	FR	15	25	41	55	71	87	101	121	199	317	545	NA	18-309-03448-GER2106722	40
108	92	34	50	519	121.919476	61.087774	1076	FR	13	27	39	53	69	81	97	113	199	321	543	NA	18-309-03448-GER2106722	50
112	92	32	60	519	128.645726	60.04519	979	FR	13	27	37	49	65	77	89	105	213	323	537	NA	18-309-03448-GER2106722	60
114	92	30	65	519	131.516649	59.666695	939	FR	13	25	37	49	61	75	87	103	221	321	533	NA	18-309-03448-GER2106722	65
120	92	29	70	519	134.777652	59.336189	894	FR	15	25	39	51	59	73	89	101	215	309	549	NA	18-309-03448-GER2106722	70
122	92	29	75	519	138.543062	58.99093	844	FR	15	25	39	49	59	69	85	99	219	309	545	NA	18-309-03448-GER2106722	75
127	92	29	80	519	142.225602	58.701342	797	FR	13	29	37	47	59	71	81	95	223	307	659	NA	18-309-03448-GER2106722	80
129	92	29	85	519	145.30759	58.505201	759	FR	13	27	37	47	59	69	79	99	221	303	655	NA	18-309-03448-GER2106722	85
131	92	28	90	519	148.65493	58.439419	718	FR	11	25	37	45	57	67	77	99	217	303	651	NA	18-309-03448-GER2106722	90
139	112	28	95	519	154.456522	58.334262	652	FR	15	23	35	47	57	67	79	101	225	297	637	NA	18-309-03448-GER2106722	95
60	26	34	20	510	73.018237	52.86649	991	FR	17	39	55	63	69	69	79	117	161	225	443	NA	21-027-01597-GER2106963	0
94	70	28	37	510	101.599671	49.133477	611	FR	13	25	39	51	57	69	85	101	131	239	387	NA	21-027-01597-GER2106963	37
95	70	28	38	510	102.681742	48.8202	601	FR	11	25	39	51	57	69	85	101	131	237	385	NA	21-027-01597-GER2106963	38
95	70	28	40	510	103.775128	48.50348	591	FR	11	25	37	51	57	67	83	99	131	247	451	NA	21-027-01597-GER2106963	40
100	70	26	51	510	109.286778	47.05526	541	FR	13	23	35	43	53	65	77	89	139	241	441	NA	21-027-01597-GER2106963	50
107	70	25	60	510	113.619718	46.256062	501	FR	13	25	29	39	51	67	77	89	131	231	427	NA	21-027-01597-GER2106963	60
110	70	24	65	510	117.434125	45.648709	467	FR	11	21	27	35	49	61	73	85	129	233	453	NA	21-027-01597-GER2106963	65
113	70	23	70	510	121.530374	45.077778	432	FR	11	17	25	37	47	57	67	83	127	239	447	NA	21-027-01597-GER2106963	70
118	119	23	75	510	125.713924	44.434366	399	FR	7	13	21	37	47	53	65	77	139	243	771	NA	21-027-01597-GER2106963	75
119	119	22	80	510	127.382199	44.237079	386	FR	5	13	21	35	45	53	63	75	139	241	769	NA	21-027-01597-GER2106963	80
120	119	20	85	510	130.112676	42.718349	360	FR	5	11	21	33	41	51	59	71	151	247	767	NA	21-027-01597-GER2106963	85
121	119	19	90	510	132.95122	41.343242	334	FR	5	9	19	29	39	47	57	69	169	257	765	NA	21-027-01597-GER2106963	90
123	119	17	95	510	137.481356	41.185231	301	FR	5	9	19	27	35	43	51	75	181	255	761	NA	21-027-01597-GER2106963	95
50.5	26	24.5	20	396	66.921801	48.476564	846	FR	21	35	45	49	49	53	69	113	185	211	377	NA	20-139-01315-GER2110301	0
87	65	28	37	396	97.028807	45.837355	487	FR	13	21	33	45	57	69	85	101	133	185	359	NA	20-139-01315-GER2110301	37
88	65	27	38	396	97.779167	45.625429	481	FR	13	21	35	45	55	69	83	101	131	183	357	NA	20-139-01315-GER2110301	38
89	65	27	40	396	98.915074	45.305361	472	FR	13	21	35	47	55	69	83	99	131	181	355	NA	20-139-01315-GER2110301	40
94	65	27	50	396	104.258741	43.9574	430	FR	9	23	33	45	55	61	79	93	123	173	345	NA	20-139-01315-GER2110301	50
97	65	25	60	396	109.618557	42.834202	389	FR	9	23	33	43	51	61	69	101	121	187	351	NA	20-139-01315-GER2110301	60
100	65	24	65	396	112.445355	42.472696	367	FR	11	21	33	41	49	59	71	97	119	217	345	NA	20-139-01315-GER2110301	65
109	120	26	70	396	117.938838	41.658441	328	FR	15	23	31	41	53	61	71	81	111	211	327	NA	20-139-01315-GER2110301	70
114	120	26	75	396	121.728477	41.121073	303	FR	13	21	35	43	53	63	69	77	109	203	317	NA	20-139-01315-GER2110301	75
118	120	25.5	80	396	125.046263	40.727948	282	FR	7	19	35	45	51	61	69	75	111	197	323	NA	20-139-01315-GER2110301	80
120	120	24	85	396	130.412	40.03726	251	FR	7	19	31	43	49	57	63	69	109	201	319	NA	20-139-01315-GER2110301	85
122	120	25	90	396	133.575107	39.65492	234	FR	5	17	29	41	51	55	59	65	115	207	315	NA	20-139-01315-GER2110301	90
129	120	21	95	396	138.12381	39.175399	211	FR	15	19	27	39	43	51	61	67	103	193	301	NA	20-139-01315-GER2110301	95
34	26	10	20	192	49.546742	31.357625	744	FR	9	15	17	17	21	31	65	117	165	205	253	NA	20-107-02245-GER2106941	0
80	63	25	37	192	85.991477	34.805236	352	FR	15	25	33	43	51	65	73	85	115	141	189	NA	20-107-02245-GER2106941	37
81	63	25	38	192	86.697406	34.550341	347	FR	15	27	33	43	51	63	75	83	113	139	187	NA	20-107-02245-GER2106941	38
82	63	24	40	192	88.130564	34.025912	337	FR	13	25	33	43	49	61	71	83	115	141	185	NA	20-107-02245-GER2106941	40
92	63	25	50	192	94.239865	31.775269	296	FR	9	21	31	41	51	59	67	77	101	123	167	NA	20-107-02245-GER2106941	50
96	63	23	60	192	100.87747	29.593355	253	FR	7	17	29	35	47	55	63	71	99	119	159	NA	20-107-02245-GER2106941	60
101	112	21	65	192	104.943231	28.155915	229	FR	11	15	23	31	43	51	61	71	93	115	149	NA	20-107-02245-GER2106941	65
104	112	18.5	70	192	108.769231	26.694091	208	FR	9	17	21	29	37	47	57	67	91	111	143	NA	20-107-02245-GER2106941	70
107.5	112	16.5	75	192	112.284211	25.233371	190	FR	9	13	23	27	35	43	53	61	85	105	145	NA	20-107-02245-GER2106941	75
111.5	112	17	80	192	114.617978	24.352406	178	FR	7	15	21	31	33	41	51	61	79	99	137	NA	20-107-02245-GER2106941	80
112	112	17	85	192	116.826347	23.512873	167	FR	5	15	21	27	35	39	47	55	81	97	135	NA	20-107-02245-GER2106941	85
114	112	16	90	192	119.575163	22.646509	153	FR	5	13	21	25	33	39	45	55	77	93	131	NA	20-107-02245-GER2106941	90
118	112	15	95	192	122.737226	21.832002	137	FR	7	13	17	25	31	39	45	51	75	91	123	NA	20-107-02245-GER2106941	95
27	26	3	20	256	28.052632	4.41841	426	FR	1	3	3	5	7	7	9	15	19	89	215	NA	21-113-00836-GER2106752	0
72	37	29	37	256	83.333333	44.768606	39	FR	5	19	27	47	59	65	71	77	139	169	369	NA	21-113-00836-GER2106752	37
75	39	28	38	256	85.837838	44.607868	37	FR	9	17	31	37	57	69	71	75	133	163	363	NA	21-113-00836-GER2106752	38
82	40	24	40	256	90	44.165666	34	FR	15	23	25	35	45	67	79	87	119	149	349	NA	21-113-00836-GER2106752	40
93	71	22	60	256	102.111111	41.630548	27	FR	3	17	31	35	45	49	65	73	121	127	327	NA	21-113-00836-GER2106752	50
93	71	22	60	256	102.111111	41.630548	27	FR	3	17	31	35	45	49	65	73	121	127	327	NA	21-113-00836-GER2106752	60
93	71	21	65	256	105.44	41.493052	25	FR	3	13	25	33	43	45	57	73	121	127	327	NA	21-113-00836-GER2106752	65
